id,交通,人气,占地面积,地址,床位数,成立时间,所在地区,所在地区_县,所在地区_市,所在地区_省,收住对象,收住对象_全护理,收住对象_半自理,收住对象_特护,收住对象_自理,收费区间,收费区间_上限,收费区间_下限,机构性质,机构类型,特色服务,特色服务_具备医保定点资格,特色服务_可接收异地老人,电话,网址,联系人,详情_入住须知,详情_收费标准,详情_服务内容,详情_机构介绍,详情_设施,负责人,邮箱,邮编
41820,,1061,9973,浙江省湖州市南浔区含山老年公寓,250,2014年12月28日,浙江-湖州市-南浔区,南浔区,湖州市,浙江,自理 半自理,,True,,True,2000-700,700,2000,民办,老年公寓,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/41820.html,汤先生,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,含山是著名的蚕文化发源地，风景秀丽，适宜养老，含山老年公寓类似宾馆式的住房和周到效率的服务，欢迎你的选择。,暂无详细介绍，具体详情请致电咨询！,,1029226417@qq.com,313014
41538,,1439,4000,浙江省平阳县水头镇横山岭村东路288号,100,2014年10月01日,浙江-温州市-平阳县,平阳县,温州市,浙江,自理 半自理,,True,,True,1000-2000,2000,1000,民办,养老院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/41538.html,郑为首,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,郑为首,472648896@QQ.com,325405
41504,,1374,1300,浙江省温州市苍南县钱库镇鉴桥村康庄大道699号,200,2011年11月10日,浙江-温州市-苍南县,苍南县,温州市,浙江,自理 半自理 全护理 特护,True,True,True,True,2000-4000,4000,2000,民办,养老院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/41504.html,缪仁雷,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,缪仁雷,miaorenlei@163.com,325804
41348,,5208,20000,杭州市西湖区天目山路,400,2005年08月08日,浙江-杭州市-西湖区,西湖区,杭州市,浙江,自理 半自理 全护理 特护,True,True,True,True,3000-5000,5000,3000,民办,疗养院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/41348.html,禹先生,近期由于床位紧张，请务必提前预约，以便于安排床位和房间。本院为省、市医保定单位,"费用包括治疗费、床位费、伙食费、护理费。 治疗费：1000元左右/月（医保自费部分），床位费：二人间70元/天/人，自费30元/天，40元医保支付。四人间40元/天/人，全部由医保支付。伙食费10元/天，医院另贴10元/人/天，即20元/天的标准。护理费：特级护理（一对一）110-120元/天；高级护理（一对二）,70元/天；中级护理（一对三）55元/天、初级护理（一对四） 45元/天。",收治范围：中风后遗症、偏瘫、截瘫、植物人、老年痴呆；各种老年病，如：糖尿病、高血压病、冠心病等；骨折后行动不便者；各种晚期肿瘤如：肝癌、肺癌、淋巴癌、胃癌等；临终关怀：针对人生最后阶段或身患绝症、或生活不能自理的病人，帮助他们减轻痛苦。,杭州天目山老年康复医院（医疗+养老） 天目山老年康复医院是一家养老加医疗的终合性老年康复医院，现有开放床位220余张，专门收治社区里没有自理能力，或已经处于瘫痪半瘫痪、医院病情稳定后等需要康复的老年患者朋友，帮助家人减轻精神负担，让他们没有后顾之忧，全心全意投入工作。,暂无详细介绍，具体详情请致电咨询！,,,
41341,,1069,1600,黄岩区北洋镇小里桥 长塘三角路口,100,2011年05月08日,浙江-台州市-黄岩区,黄岩区,台州市,浙江,自理 半自理 全护理,True,True,,True,900-1800,1800,900,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/41341.html,石志明,暂无详细介绍，具体详情请致电咨询！,900元---1800元,暂无详细介绍，具体详情请致电咨询！,"我们本着以提供诚信服务、信守职业道德、遵守诚实信用、公平竞争的经营原则；始终以""老人为本，服务至上""、""不是一家，胜似一家""、""善待老人就是善待自己""的服务宗旨，""奉若父母，情同亲生""的服务理念，依靠一流的现代化设施，科学化管理，人性化服务；让老人居住舒心、子女委托放心、照顾护理细心、沟通问候暖心、膳食安排精心，使入住的老人在生活上、身体健康上深深体会到老有所养、老有所医、老有所教、老有所学、老有所为、老有所乐，更使银色年华老年公寓正成为老年人的温暖之家、幸福乐园！",暂无详细介绍，具体详情请致电咨询！,石志明,,
41301,,1562,15亩,前童镇敬老院,250,2004年01月01日,浙江-宁波市-宁海县,宁海县,宁波市,浙江,自理 半自理 全护理 特护,True,True,True,True,850-1600,1600,850,公办,敬老院,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/41301.html,赵静霞,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,前童镇敬老院在市县民政局领导下，在镇党委、政府领导高度重视和关怀下，一座占地面积15亩，建筑面积4800平方米，现有床位250张宾馆式的老年乐园，于2008年12月建成入住。 敬老院坐落在前童镇鹿山嘴头，院内建筑古色古香，环境优美，房间通风，窗明几净，房间内设有卫生间，有衣柜、床头柜、电视机、空调、电风扇等设施。院内有活动室、健身房、阅览室、餐厅及蔬菜基地等。护理分等级，工作人员24小时值班，内部管理制度化，做到全心全意为老人服务，本院是所五保老人供养重度残疾人托养和自费老人寄养的理想场所。 敬老院从创办至今连续十年被评为市县先进单位，其中2005年被评为全省先进敬老院，2013年被评为省三星级敬老院，是我县首家标准敬老院。服务人员经国家劳动部门统一培训，持证上岗。,木板床（另有护理床提供）、衣柜 电视、空调 厕所 走廊（防滑地面） 医用电梯,,583208262@qq.com,315636
41295,,1017,500平方米,舟山市普陀区唐家村149号,15,2014年08月01日,浙江-舟山市-普陀区,普陀区,舟山市,浙江,自理 半自理 全护理,True,True,,True,500-1000,1000,500,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/41295.html,龚女士,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,舟山安心养老院成立于2014年，位于舟山市普陀区唐家村149号。我们坚持“知需知情知心、如亲如故如家”的经营理念，让每一位老人都得到最好的照顾。,暂无详细介绍，具体详情请致电咨询！,龚女士,770551206@qq.com,316100
41290,,1531,,诸暨市浣东街道曲潭村（市第五医院旁）,140,,浙江-绍兴市-诸暨市,诸暨市,绍兴市,浙江,自理 半自理 全护理,True,True,,True,1000-2000,2000,1000,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/41290.html,朱桂英,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,朱桂英,,311800
41249,,860,,温岭市石塘镇白领头中心小学对面,5,,浙江-台州市-温岭市,温岭市,台州市,浙江,自理 半自理 全护理 特护,True,True,True,True,2000-3500,3500,2000,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/41249.html,郭女士,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,,,
41099,,2166,12亩,苍南县灵溪镇坑源村,200,2012年01月01日,浙江-温州市-苍南县,苍南县,温州市,浙江,自理 半自理 全护理 特护,True,True,True,True,1000-2000,2000,1000,民办,养老院,可接收异地老人,,True,,http://www.yanglao.com.cn/resthome/41099.html,屠德昆,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,屠德昆,tudeg2008@163.com,325800
40956,,1470,,浙江省台州市椒江区洪家街道后潘街999号,300,,浙江-台州市-椒江区,椒江区,台州市,浙江,自理 半自理 全护理 特护,True,True,True,True,1700-2700,2700,1700,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/40956.html,谢丽亚,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,,,
40950,,1837,6000平米,浙江省温州市乐清市白象沙门,200,2014年04月15日,浙江-温州市-乐清市,乐清市,温州市,浙江,自理 半自理 全护理 特护,True,True,True,True,1000-5000,5000,1000,民办,老年公寓,可接收异地老人 具备医保定点资格,True,True,,http://www.yanglao.com.cn/resthome/40950.html,郑阳,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,郑阳,,
40949,,1015,,浙江省新昌县儒岙镇教工路67号,80,,浙江-绍兴市-新昌县,新昌县,绍兴市,浙江,自理 半自理 全护理 特护,True,True,True,True,800-1500,1500,800,民办,养老院,,,,,http://www.yanglao.com.cn/resthome/40949.html,王小燕,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,暂无详细介绍，具体详情请致电咨询！,,暂无详细介绍，具体详情请致电咨询！,王小燕,,
